ra	dec	velocity	z	dist_v2
195.1183	27.972409999999996	7713	0.025727999999999997	8.770212835649014
195.09028	27.898559999999996	4890	0.016311000000000003	8.78605456882354
194.81493	27.89916	5219	0.017409	8.805434126720572
195.08497	28.07055	6685	0.0223	8.825110068436226
194.96251	27.832959999999996	7895	0.026335	8.87820862588724
194.86024	27.856890000000003	5007	0.0167	8.910216886687811
194.83279	28.08431	4700	0.015677	8.900470214025354
194.87252	27.850140000000003	6865	0.022899	8.921360590368142
194.97955	28.128359999999997	7577	0.025274	8.970350981898155
194.96478000000002	27.82955	7974	0.0266	9.08992890365099
195.12378999999999	27.96855	5220	0.017412	9.076479048112843
194.81091999999998	27.8956	6450	0.021515	9.101134590989984
194.8159	27.88604	6516	0.021735	9.225700872167431
195.0845	28.08145	8128	0.027112	9.22008894576751
194.78942	28.04092	7232	0.024123	9.39100987335988
194.9272	28.135540000000002	9174	0.0306	9.391068776929904
194.77511	27.9967	7678	0.025611000000000002	9.476687964807267
195.12527	28.02635	6588	0.021975	9.52555466369848
194.808	28.07625	7822	0.026091000000000003	9.586020174456088
195.07728999999998	28.097170000000002	7825	0.026101999999999997	9.598255697654
194.90403999999998	27.825809999999997	6231	0.020784	9.649613929270473
195.13535	27.975920000000002	8435	0.028136	9.663657550928527
194.95953	28.144379999999998	6780	0.022616	9.827143505316602
195.13246	28.02287	8123	0.027094999999999998	9.835328701920298
194.76604	27.959059999999997	6978	0.023275999999999998	9.994828208090277
194.9197	28.14462	7519	0.025081	9.992840273808966
194.78781999999998	27.89756	7812	0.026057999999999998	10.079292632515916
195.14301	27.97157	7817	0.026075	10.080374680560777
194.76219	27.97474	5481	0.018283	10.119771135595062
194.77477	28.04134	8154	0.0272	10.120717455200271
194.87533	27.826	8874	0.0296	10.155471909653148
195.12892	28.053559999999997	7395	0.024666999999999998	10.290270990496374
194.76015	28.005940000000002	7974	0.0266	10.331724453527961
195.14342	27.934690000000003	8356	0.027873000000000002	10.45972201248782
194.7699	28.050390000000004	5071	0.016915	10.564403896208384
195.14758	27.94278	6958	0.023209999999999998	10.557036718659802
194.76933	27.91098	6432	0.021455000000000002	10.59834443686529
195.07375	28.12472	6593	0.021991999999999998	10.748066862843398
194.7503	27.96748	8329	0.027783	10.77306400874108
195.08404	27.8435	7883	0.026295	10.769920742582105
195.15764	27.978040000000004	4845	0.016161000000000002	10.84156579428257
195.0821	28.12152	6659	0.022212	10.866817539923268
194.74794	27.993340000000003	6184	0.020628	10.89405791498308
194.89982	27.804159999999996	6326	0.0211	10.96177528373686
194.79017	27.8674	6916	0.023069	10.989712743290983
195.15243999999998	27.931179999999998	5906	0.0197	10.976826099639887
195.02292	27.807609999999997	6593	0.021991999999999998	11.026123389075245
195.01771000000002	28.155109999999997	6693	0.022325	11.0105884576961
195.14998	27.918190000000003	6946	0.023169	11.090708000406307
195.01758	28.15672	7165	0.0239	11.100314056499164
194.97858	27.796	8251	0.027522	11.16401394909844
194.956	28.16657	6266	0.0209	11.153650477981621
194.74782	27.93453	5766	0.019233	11.224058592349566
195.16385	27.963459999999998	6599	0.022012	11.217959332586535
195.16151000000002	28.01453	7537	0.025141	11.2286398154852
195.16293000000002	28.009859999999996	5932	0.019787	11.255921622480248
194.87196	27.806890000000003	6710	0.022382	11.280116071344338
195.15222	28.04893	7506	0.025037	11.316318452427486
194.74076000000002	27.95569	5906	0.0197	11.349576379454845
194.90618999999998	28.166140000000002	5729	0.01911	11.400009105670899
195.15545	27.91142	6086	0.0203	11.504728099633837
195.17021	27.996609999999997	7112	0.023722999999999998	11.545014883331119
195.03636	28.15986	7447	0.02484	11.619522875145687
194.78316999999998	27.855	6622	0.022088999999999998	11.747263855876234
195.16566	27.92395	7503	0.025028	11.771292770788774
195.1657	27.9239	7521	0.025087	11.774192579719427
194.93393999999998	28.17632	8212	0.027392000000000003	11.781093984097724
195.15804	28.05736	7840	0.026151	11.79181727279602
194.73023	27.9647	5701	0.019015999999999998	11.846435359000338
195.07738	27.815540000000002	5360	0.017879	11.90191510468176
195.17821	27.971390000000003	6392	0.021321	11.94375906467449
195.1785	27.963109999999997	8366	0.027906	11.993027884119961
194.8777	27.791420000000002	7825	0.026101	12.039043415462471
195.12898	28.1084	5203	0.017355000000000002	12.062435117587745
194.91692	28.17939	5437	0.018136000000000003	12.074241959353607
195.18221	27.989209999999996	4840	0.016144	12.152404063688477
195.17164	28.04512	8826	0.029439999999999997	12.206831668477859
195.03798	28.1704	6781	0.022619	12.238124406769856
195.16398999999998	28.06973	6652	0.022188999999999997	12.383644304018683
194.75788	27.865109999999998	7555	0.0252	12.456204437173232
194.90762	27.776840000000004	6786	0.022636	12.466340611167464
194.86377	27.78505	6618	0.022075	12.657683862809817
195.18376999999998	28.03762	8889	0.02965	12.689867674839675
195.17716000000001	28.05707	5817	0.019403	12.724189225817591
195.17861000000002	28.05384	6775	0.0226	12.727917670267294
194.789	27.8238	5066	0.0169	12.817488714483755
194.71156000000002	27.995590000000004	6715	0.022399000000000002	12.826175789520505
194.71176	28.007	7471	0.024919999999999998	12.88079359398495
195.0262	27.7758	6218	0.020741	12.891214548753526
195.19805	27.974990000000002	5820	0.019413	12.98629389006816
194.73125	27.887420000000002	7945	0.0265	13.02162239202814
195.05167	27.781670000000002	6992	0.023323	13.036565482260306
195.05258	27.78183	7016	0.023402000000000003	13.047220959424504
194.93719	27.76347	8094	0.027	13.060572153004967
194.76625	28.1237	7980	0.026618	13.094428337054444
194.7585	28.11575	9436	0.031475	13.10727063992766
195.03357	27.773320000000002	8664	0.0289	13.154851089775498
194.85758	28.18699	7718	0.025744	13.369798742041453
195.07314	27.78443	7015	0.0234	13.387705302220075
195.19752	27.922179999999997	8571	0.028589999999999997	13.424099422394118
195.19138	28.059859999999997	7919	0.026414999999999998	13.487471342200257
194.70063000000002	28.018720000000002	7075	0.0236	13.565899902164944
195.13901	27.824270000000002	8184	0.027299	13.61290499198596
194.79125	28.16447	8574	0.0286	13.962905736620975
194.94283000000001	27.74628	9755	0.032539	14.075291629625335
194.9838	27.74633	8883	0.02963	14.156098433180432
194.71152	28.084020000000002	6103	0.020357	14.215002079674036
194.93374	27.74304	7435	0.0248	14.295997002716028
195.18598	28.10063	6616	0.022069	14.280667906143263
195.14822	28.14613	5461	0.018216	14.328409343218894
195.21313999999998	28.04713	6459	0.021544999999999998	14.34184276363678
195.21483	28.04281	8793	0.029330000000000002	14.35867383830898
195.224	27.96825	5837	0.019469999999999998	14.376664299280492
195.17735	28.1163	6206	0.0207	14.396762127001933
194.81829	27.77175	6296	0.021	14.43103618639665
194.83418	28.19792	9439	0.031485	14.472981231577599
194.80624	27.7746	6849	0.022846	14.612987491064239
195.22692	28.007640000000002	4994	0.016658000000000003	14.59914053208298
194.73337	27.83336	7571	0.025254	14.622809133749394
194.93728000000002	27.73722	5959	0.019877000000000002	14.632384111826989
195.21275	28.06322	6678	0.022275	14.619160416897753
195.19863	28.09277	6775	0.0226	14.641043609488596
194.67625	27.97216	6326	0.0211	14.676344006036151
194.95861000000002	27.73537	7675	0.0256	14.722390337707928
194.81405	27.768079999999998	6315	0.021065	14.73402547719141
195.07471	28.202309999999997	8492	0.028326	14.774161163090943
195.20266999999998	28.09078	6940	0.023149	14.777777189350493
194.78417	27.784129999999998	7088	0.023643	14.809346934576476
194.68396	28.04897	8868	0.029581	14.830787015188703
195.20019	28.09925	6236	0.0208	14.895829495961122
194.73587	27.821990000000003	8535	0.02847	14.94311560420785
194.72267	28.126070000000002	7000	0.023349	14.996589273846826
194.68938	27.87994	8415	0.028069	15.2288947871565
195.1891	27.83551	8765	0.029237	15.24869963862516
194.67285	28.045370000000002	5666	0.0189	15.341425571360457
195.00713000000002	27.72922	8041	0.026822000000000002	15.358710777090378
194.85388	27.73885	6062	0.020221	15.434832872026954
194.66225	27.95386	6009	0.020044	15.494430802950848
195.21249	27.8621	9324	0.0311	15.485730425460192
194.68107	27.88526	8124	0.0271	15.513238952794294
194.77853000000002	27.772470000000002	6259	0.020878	15.548792800302593
194.69217	27.86086	8805	0.02937	15.588199959120036
195.23304	27.8985	6056	0.0202	15.639011597090239
194.78122	27.76778	6336	0.021135	15.692615990348463
194.7349	27.803559999999997	7864	0.026231	15.709517553443204
195.1184	27.76125	6835	0.0228	15.820010416285674
194.72106000000002	27.81342	5496	0.018333000000000002	15.87671012220117
195.01253	28.240309999999997	7684	0.025631	15.891794369287485
195.00974	27.71974	5606	0.0187	15.943413922384337
195.18794	27.812590000000004	5816	0.0194	16.027161114290973
194.99063	28.24667	6712	0.022389	16.081976628894846
195.13547	27.76615	6697	0.022338999999999998	16.10320619877597
194.99	28.247390000000003	6740	0.022482	16.120767569106714
194.94644	27.710309999999996	8439	0.028149	16.22683426388974
194.9464	27.7103	8419	0.028082999999999997	16.227480149308374
194.74011000000002	27.78544	6894	0.022996	16.27223721346689
194.72763999999998	27.795609999999996	6471	0.021584	16.316313421220634
195.24691	27.89984	6896	0.023003	16.31416467510432
194.96579	28.253290000000003	8694	0.029	16.3696405481201
194.72055	27.79924	8964	0.0299	16.44864104510186
194.6437	28.009790000000002	6356	0.0212	16.48203634933403
195.05303999999998	27.719690000000003	4947	0.0165	16.534162075163103
194.93567	28.256529999999998	7861	0.026222000000000002	16.575707269862633
194.70302	27.81043	5928	0.019775	16.737971448973536
194.703	27.8104	5865	0.019563	16.739911643740566
195.02542	28.25194	7259	0.024213	16.719253025192945
195.22821000000002	27.842029999999998	7082	0.023622999999999998	16.794483131078803
195.21967	27.82565	4966	0.016566	16.923291328435646
195.20335	28.158340000000003	5879	0.01961	17.006075853584512
194.71707	27.785059999999998	5682	0.018953	17.1584613742243
194.82648	27.71575	6681	0.022285	17.256682134015257
194.65033	27.87289	7135	0.0238	17.302719989747835
195.0725	27.7115	7195	0.024	17.350259059600578
194.63296	28.04962	5710	0.019046	17.4522497266771
194.62585	28.01475	7145	0.023833	17.454617469961065
195.21874	27.80497	6834	0.022795	17.59740957140348
195.09246000000002	28.2471	7965	0.026568	17.604733831613714
194.66973000000002	27.82692	6177	0.020604	17.630006821323615
195.27008	27.89175	5774	0.01926	17.631973819487744
195.27356	28.06205	7405	0.0247	17.663891381569513
195.14827	27.74182	8544	0.0285	17.681883675846667
194.65313	27.849490000000003	6159	0.020544999999999997	17.743465770820297
194.81246000000002	28.251009999999997	7483	0.024961	17.84407797216549
194.65146000000001	28.113740000000004	6789	0.022646	17.854434666091564
194.62948	27.895509999999998	6804	0.022696	17.89708530003208
194.75758000000002	28.22522	8017	0.026742000000000002	17.952369923614988
195.28931	28.033109999999997	7013	0.023393	18.08814067544067
195.02606	27.685309999999998	7537	0.025141	18.14141413815234
195.1094	27.7115	6535	0.0218	18.156934813857976
194.659	27.82258	5418	0.018071	18.251523035712783
194.86524	28.27595	5696	0.019	18.314595045865907
195.22548999999998	27.783720000000002	8359	0.027882999999999998	18.666430524612586
194.64071	27.83677	4617	0.0154	18.677179303754453
194.83198000000002	28.27412	5786	0.0193	18.73496929645755
195.23366000000001	27.790840000000003	7985	0.026635000000000002	18.74071885378368
194.72692	28.22297	7096	0.02367	18.82967891411989
194.85896	28.287540000000003	8005	0.026701999999999997	19.072029134277066
195.13528	28.25607	6279	0.020944	19.130726035837544
195.30678	27.914270000000002	5852	0.01952	19.167329733969506
194.591	27.96772	6022	0.020087	19.200850714708558
194.67346	28.1855	8023	0.026761	19.236949555201534
194.8275	28.282120000000003	7015	0.0234	19.26709854890861
195.18978	27.73647	7045	0.0235	19.297968707947895
194.92216000000002	27.659840000000003	6790	0.022649000000000002	19.3209167533696
194.68975	27.753890000000002	6665	0.022232	19.49967330778034
194.67746	27.760509999999996	8476	0.028273000000000003	19.702923345787685
195.21208000000001	27.74292	8132	0.027125	19.80698681688753
195.21292	27.743	8120	0.027087	19.83446667074562
194.59163999999998	27.892290000000003	7337	0.024474	19.87857557499416
194.59283	27.88478	4366	0.014563	19.94375471383848
195.33331	27.961029999999997	7891	0.026320999999999997	20.184715070642124
195.28847	27.81833	5965	0.019897	20.279017294891798
194.78975	28.286690000000004	6805	0.0227	20.291377227201767
194.64763	27.77504	6056	0.0202	20.363060747208444
194.60575	28.128970000000002	8473	0.028263	20.42864123745737
194.57253	28.04008	6205	0.020697999999999998	20.46951948511085
194.896	27.64149	8544	0.0285	20.576232428140926
194.58217	28.094829999999998	7183	0.02396	20.800973710808787
195.32435	28.097070000000002	8030	0.026785000000000003	20.865974067680447
195.29459	27.802909999999997	6708	0.022375	21.01943136337158
195.33048	27.86048	8209	0.027382	21.26985939264824
194.65573999999998	28.219520000000003	6835	0.0228	21.282868247692544
194.68469	27.71436	7465	0.0249	21.40227290071546
194.97946000000002	28.33708	7825	0.0261	21.428734879362366
194.70251000000002	27.699959999999997	7075	0.0236	21.45729483440013
194.57587	27.84849	7581	0.025287	21.51356085484727
194.54763	27.93995	8520	0.028419999999999997	21.62460778374303
194.59044	28.14876	7861	0.026220999999999998	21.685747907686263
194.59232	28.152140000000003	6707	0.022372	21.692840829021897
195.36311	27.9992	7652	0.025524	21.75384938652874
195.32942	28.128140000000002	6834	0.022796	21.803988393038008
195.06071	27.62867	6026	0.0201	21.880585971972433
194.82148999999998	27.634179999999997	5306	0.0177	21.93195713685606
194.54855	27.89367	5729	0.019111000000000003	22.068414187705944
194.72321000000002	28.288970000000003	7855	0.0262	22.13629197342368
195.3233	27.80909	7334	0.024464	22.169545036673718
195.35896	27.88594	5482	0.018286	22.255314088258565
195.3686	27.92657	7491	0.024987	22.261906486289845
195.21378	27.68917	8184	0.0273	22.300596517987266
194.772	27.644579999999998	5554	0.018526	22.338762696010377
194.56269	28.1259	7466	0.024904	22.431097785149085
194.94642	27.605529999999998	7555	0.0252	22.51259392340314
195.09325	27.62357	7580	0.025284	22.68257955952143
194.54631	27.86027	6873	0.022926	22.742206430234894
194.99694	27.60333	6635	0.022132	22.76135000744575
194.69751000000002	27.674740000000003	8374	0.027933	22.822082574388144
194.75167	27.643990000000002	8043	0.026829000000000002	22.85489875887912
195.14058	27.63767	7476	0.024937	22.86129707558925
194.629	28.233629999999998	7292	0.024322999999999997	22.90078976815817
195.11522	27.62523	5876	0.0196	22.998948830432912
194.56886	27.802570000000003	5715	0.019063	23.0068044964723
194.68296	28.28268	7597	0.025341	23.076862647381365
195.29676	27.742520000000003	7383	0.024627	23.16492886955914
194.79295	27.61988	5691	0.018983	23.25680334566207
194.51195	27.97836	6544	0.021828	23.373147997340542
195.391	27.9111	6591	0.021985	23.585206078982957
195.04339	27.59502	5597	0.01867	23.632030072360475
194.57993000000002	27.762079999999997	5434	0.018126	23.742648886489487
195.12825	28.34623	6012	0.020054	23.809669921971167
195.40553	28.01577	7179	0.023947	24.063342765491868
195.3825	27.84753	5484	0.018293	24.129963377866158
194.82726	27.593609999999998	5178	0.017272	24.165850748952547
194.55751	28.18255	7182	0.023957	24.18918108319128
194.91621	27.57625	5012	0.016718	24.345333103238904
194.61279	27.706609999999998	7001	0.023353	24.419665515793206
195.34491	28.19605	7629	0.025448	24.43769917695171
195.18429	28.33728	7930	0.026452	24.644971263011065
194.48665	27.99176	4649	0.015507	24.720677746422997
194.50714	27.85357	5697	0.019003	24.841218621217987
194.4905	28.06178	8299	0.027682	24.978196890674965
195.24325	27.6521	5211	0.017381999999999998	25.01716607160064
195.21617	27.63392	7825	0.0261	25.057881636863023
194.63166999999999	27.673509999999997	6947	0.023173	25.10999532481354
194.5	27.85267	7171	0.02392	25.2182361728125
194.7324	28.353759999999998	6296	0.021	25.24403855846236
194.51461	27.81492	7132	0.023790000000000002	25.28762254689027
195.39685	28.14695	5272	0.017585	25.526739165846315
194.74211	27.594720000000002	6059	0.020211	25.723282244864414
195.40007	28.151090000000003	6011	0.02005	25.780826744145607
195.44247	27.957790000000003	4706	0.015697	25.971483424783575
194.62296	28.30122	5879	0.01961	25.978009890823508
195.18303999999998	27.59367	7255	0.0242	26.234850006770095
195.0796	27.553729999999998	5901	0.019684	26.48415993440228
195.14866999999998	27.57408	5112	0.017052	26.514934946034835
195.31335	27.669240000000002	7085	0.023633	26.734229798811945
194.46098	27.879490000000004	6948	0.023176	26.782835839892282
194.77658	27.56082	7945	0.0265	26.87812647271756
195.10492	27.55227	7261	0.02422	26.940249418407866
195.4459	28.095	5816	0.0194	26.986275938034563
195.21704	28.365920000000003	7665	0.025568	27.00350320014539
194.45542	27.881109999999996	6941	0.023153	27.04815434400856
194.4503	27.8831	5905	0.019697	27.28681870233566
194.45028	27.883059999999997	5862	0.019554	27.288374131286552
195.45924	27.893559999999997	7556	0.025204	27.336333870037365
195.00766000000002	28.434820000000002	8085	0.026969	27.40010404678639
195.36917	28.254170000000002	9061	0.030224	27.46158696210916
194.52452	28.24264	7204	0.024031	27.59244438462755
194.43876	27.90598	8132	0.027124000000000002	27.626106342899757
194.52352	28.24274	7049	0.023513	27.63936213232949
194.59877	28.32893	8352	0.027859	28.068121596618603
194.64663000000002	27.59633	7676	0.025604000000000002	28.22057657321191
194.44709	27.833309999999997	6118	0.020406999999999998	28.247322908280044
194.85246	27.51734	5882	0.01962	28.309723449823423
194.83756	28.44148	6583	0.021958000000000002	28.3134985439044
195.08283	28.439220000000002	7117	0.023740999999999998	28.35433211899496
195.49	28.00589	7764	0.025898	28.487598699501604
194.4593	28.17036	6929	0.023112	28.508911197801343
195.23158	27.57442	5396	0.018	28.51014453590651
194.44461	28.140790000000003	6409	0.021378	28.58295928213923
194.75678	27.536929999999998	8577	0.028610000000000003	28.592567601966863
194.82688000000002	27.513509999999997	6033	0.020124	28.820612886812285
195.28765	28.3598	6892	0.022989	28.820223785119662
195.18282	28.41634	6280	0.020947	28.82447964109232
195.40216	27.70795	7915	0.026402	28.905040200880315
194.45278000000002	28.180429999999998	7237	0.02414	29.068411295122804
195.43407	28.214370000000002	7802	0.026025	29.06485028972345
195.41287	28.245890000000003	7599	0.025347	29.07442932712403
195.1119	27.5156	7819	0.026081	29.152512715224226
195.30122	27.604490000000002	7565	0.025234	29.172219703364526
194.63454	28.37797	5966	0.0199	29.188304476321758
195.05926000000002	28.458070000000003	7794	0.025999	29.187732370416075
194.40496000000002	28.040390000000002	6414	0.021394999999999997	29.25352947917349
194.51467	27.68246	7209	0.024047	29.346895275676346
195.1218	27.51485	7395	0.024666999999999998	29.351788535560917
194.46796	27.73965	6899	0.023012	29.517832291207185
195.42043999999999	28.24908	9286	0.030975	29.514220095881285
194.44943	27.76946	5793	0.019323	29.565544750502024
195.12233	28.45567	7247	0.024174	29.87072793897515
194.44233	27.757040000000003	6146	0.020501	30.230930691674324
195.14004	27.50419	5602	0.018686	30.265423698543913
194.62792	27.56431	7285	0.0243	30.365854542072984
194.47128999999998	27.70717	6444	0.021495	30.374422598377706
194.66006000000002	27.5441	5956	0.019867	30.466345430376524
194.49253000000002	27.67507	5291	0.017649	30.551188776030692
194.77633	27.49363	8159	0.027214999999999996	30.693817396435787
194.61838	27.559390000000004	7533	0.025127	30.897842931221838
194.84648	28.4886	7000	0.023351	30.99070557437437
